Matricule,Qualité,Nom usuel,Prénom usuel,État Sénateur,Identifiant mandat,Date d'élection,Date de début de mandat,Année de début de mandat,Motif début de mandat,Date de fin de mandat,Année de fin de mandat,Motif fin de mandat,Commentaire
04036E,Mme,Kammermann,Christiane,ANCIEN,10785,2004-09-26 00:00:00.0,2004-10-01 00:00:00.0,,Election,2011-09-30 00:00:00.0,,Fin de mandat,
04036E,Mme,Kammermann,Christiane,ANCIEN,12679,2011-09-25 00:00:00.0,2011-10-01 00:00:00.0,,Renouvellement 1,2017-10-01 00:00:00.0,,Ne se représente pas,
14021P,M.,Kanner,Patrick,ACTIF,51218,2017-09-24 00:00:00.0,2017-10-02 00:00:00.0,,Election,,,En Cours,
14039A,M.,Karam,Antoine,ANCIEN,14318,2014-09-28 00:00:00.0,2014-10-01 00:00:00.0,,Election,2020-09-30 00:00:00.0,,Ne se représente pas,
99004R,M.,Karoutchi,Roger,ACTIF,5842,,1999-12-17 00:00:00.0,,Remplace,2004-09-30 00:00:00.0,,Fin de mandat,"En remplacement de M. Charles Pasqua, démissionnaire"
99004R,M.,Karoutchi,Roger,ACTIF,10945,2004-09-26 00:00:00.0,2004-10-01 00:00:00.0,,Renouvellement 1,2007-06-24 00:00:00.0,,Membre Gouvernement,
99004R,M.,Karoutchi,Roger,ACTIF,11980,,2009-07-24 00:00:00.0,,Reprise suite à fin fon. membre Gvt,2009-07-28 00:00:00.0,,Cessation de mandat,En remplacement de M. Jacques Gautier
99004R,M.,Karoutchi,Roger,ACTIF,12759,2011-09-25 00:00:00.0,2011-10-01 00:00:00.0,,Réélection,2017-10-01 00:00:00.0,,Fin de mandat,
99004R,M.,Karoutchi,Roger,ACTIF,51303,2017-09-24 00:00:00.0,2017-10-02 00:00:00.0,,Renouvellement 2,,,En Cours,
19731Y,Mme,Kauffmann,Claudine,ANCIEN,51476,,2017-10-01 00:00:00.0,,Remplace,2020-09-30 00:00:00.0,,Non réélu,"en remplacement de M. David Rachline, démissionnaire de son mandat"
000348,M.,Kauffmann,Michel,ANCIEN,3007,1959-04-26 00:00:00.0,1959-04-28 00:00:00.0,,Election,1968-10-01 00:00:00.0,,Fin de mandat,
000348,M.,Kauffmann,Michel,ANCIEN,3008,1968-09-22 00:00:00.0,1968-10-02 00:00:00.0,,Renouvellement,1977-10-02 00:00:00.0,,Ne se représente pas,
000516,M.,Kauss,Paul,ANCIEN,3011,1977-09-25 00:00:00.0,1977-10-03 00:00:00.0,,Election,1986-10-01 00:00:00.0,,Fin de mandat,
000516,M.,Kauss,Paul,ANCIEN,3012,1986-09-28 00:00:00.0,1986-10-02 00:00:00.0,,Renouvellement,1991-11-03 00:00:00.0,,Décédé,
04061F,Mme,Keller,Fabienne,ANCIEN,10882,2004-09-26 00:00:00.0,2004-10-01 00:00:00.0,,Election,2004-11-26 00:00:00.0,,Annulé par CC,
04061F,Mme,Keller,Fabienne,ANCIEN,11124,2005-02-20 00:00:00.0,2005-02-20 00:00:00.0,,Election,2014-09-30 00:00:00.0,,Fin de mandat,
04061F,Mme,Keller,Fabienne,ANCIEN,14167,2014-09-28 00:00:00.0,2014-10-01 00:00:00.0,,Renouvellement,2019-06-23 00:00:00.0,,Démissionnaire,
14061L,M.,Kennel,Guy-Dominique,ANCIEN,14166,2014-09-28 00:00:00.0,2014-10-01 00:00:00.0,,Election,2020-09-30 00:00:00.0,,Non réélu,
10003H,M.,Kerdraon,Ronan,ANCIEN,12011,,2010-03-16 00:00:00.0,,Remplace,2014-09-30 00:00:00.0,,Ne se représente pas,"en remplacement de Jacqueline Chevé, décédée"
01021J,M.,Kergueris,Joseph,ANCIEN,6404,2001-09-23 00:00:00.0,2001-10-01 00:00:00.0,,Election,2011-09-30 00:00:00.0,,Non réélu,
14073Q,M.,Kern,Claude,ACTIF,14163,2014-09-28 00:00:00.0,2014-10-01 00:00:00.0,,Election,2020-09-30 00:00:00.0,,Fin de mandat,
14073Q,M.,Kern,Claude,ACTIF,51924,2020-09-27 00:00:00.0,2020-10-01 00:00:00.0,,Renouvellement,,,En Cours,
19489J,M.,Kerrouche,Éric,ACTIF,51255,2017-09-24 00:00:00.0,2017-10-02 00:00:00.0,,Election,,,En Cours,
56405V,M.,Kheirat,M'hamed,ANCIEN,9748,1959-05-31 00:00:00.0,1959-05-31 00:00:00.0,,Election,1962-07-04 00:00:00.0,,Cessation de mandat (1962),
04077P,Mme,Khiari,Bariza,ANCIEN,10948,2004-09-26 00:00:00.0,2004-10-01 00:00:00.0,,Election,2011-09-30 00:00:00.0,,Fin de mandat,
04077P,Mme,Khiari,Bariza,ANCIEN,12734,2011-09-25 00:00:00.0,2011-10-01 00:00:00.0,,Renouvellement 1,2017-10-01 00:00:00.0,,Ne se représente pas,
000149,M.,Kieffer,Alfred,ANCIEN,3014,1968-09-22 00:00:00.0,1968-10-02 00:00:00.0,,Election,1977-10-02 00:00:00.0,,Ne se représente pas,
000213,M.,Kientzi,Armand,ANCIEN,3017,,1976-05-06 00:00:00.0,,Remplace,1977-10-02 00:00:00.0,,Ne se représente pas,"En remplacement de M. Michel KISTLER, décédé"
000727,M.,Kistler,Michel,ANCIEN,5525,1959-04-26 00:00:00.0,1959-04-28 00:00:00.0,,Election,1968-10-01 00:00:00.0,,Fin de mandat,
000727,M.,Kistler,Michel,ANCIEN,5526,1968-09-22 00:00:00.0,1968-10-02 00:00:00.0,,Renouvellement,1976-05-05 00:00:00.0,,Décédé,
08032S,Mme,Klès,Virginie,ANCIEN,11603,2008-09-21 00:00:00.0,2008-10-01 00:00:00.0,,Election,2014-09-30 00:00:00.0,,Ne se représente pas,
20126Y,M.,Klinger,Christian,ACTIF,51957,2020-09-27 00:00:00.0,2020-10-01 00:00:00.0,,Election,,,En Cours,
03001N,M.,Krattinger,Yves,ANCIEN,6788,2003-02-09 00:00:00.0,2003-02-09 00:00:00.0,,Remplace,2004-09-30 00:00:00.0,,Fin de mandat,"En remplacement de M. Christian Bergelin, dont l'élection avait été invalidée"
03001N,M.,Krattinger,Yves,ANCIEN,10751,2004-09-26 00:00:00.0,2004-10-01 00:00:00.0,,Renouvellement 1,2014-09-30 00:00:00.0,,Ne se représente pas,
20016T,M.,Kulimoetoke,Mikaele,ACTIF,51823,2020-09-27 00:00:00.0,2020-10-01 00:00:00.0,,Election,,,En Cours,
10001F,Mme,Labarre,Marie-Agnès,ANCIEN,11998,2010-01-08 00:00:00.0,2010-01-08 00:00:00.0,,Remplace,2011-09-30 00:00:00.0,,Ne se représente pas,"en remplacement de M. Jean-Luc Mélenchon, élu député européen"
01032M,M.,Labarrère,André,ANCIEN,6440,2001-09-23 00:00:00.0,2001-10-01 00:00:00.0,,Election,2006-05-16 00:00:00.0,2006,Décédé,
11112D,M.,Labazée,Georges,ANCIEN,12649,2011-09-25 00:00:00.0,2011-10-01 00:00:00.0,,Election,2017-10-01 00:00:00.0,,Non réélu,
11099A,M.,Labbé,Joël,ACTIF,12623,2011-09-25 00:00:00.0,2011-10-01 00:00:00.0,,Election,2017-10-01 00:00:00.0,,Fin de mandat,
11099A,M.,Labbé,Joël,ACTIF,51112,2017-09-24 00:00:00.0,2017-10-02 00:00:00.0,,Renouvellement,,,En Cours,
000458,M.,Labeguerie,Michel,ANCIEN,3040,1974-09-22 00:00:00.0,1974-10-02 00:00:00.0,,Election,1980-07-28 00:00:00.0,,Décédé,
83039W,M.,Labeyrie,Philippe,ANCIEN,322,1983-09-25 00:00:00.0,1983-10-03 00:00:00.0,,Election,1992-10-01 00:00:00.0,,Fin de mandat,
83039W,M.,Labeyrie,Philippe,ANCIEN,323,1992-09-27 00:00:00.0,1992-10-02 00:00:00.0,,Renouvellement 1,2001-09-30 00:00:00.0,,Fin de mandat,
83039W,M.,Labeyrie,Philippe,ANCIEN,6362,2001-09-23 00:00:00.0,2001-10-01 00:00:00.0,,Renouvellement 2,2011-09-30 00:00:00.0,,Ne se représente pas,
000237,M.,Labonde,Pierre,ANCIEN,3042,1971-09-26 00:00:00.0,1971-10-02 00:00:00.0,,Election,1980-10-01 00:00:00.0,,Fin de mandat,
000237,M.,Labonde,Pierre,ANCIEN,3043,1980-09-28 00:00:00.0,1980-10-02 00:00:00.0,,Renouvellement,1981-11-22 00:00:00.0,,Décédé,
08031R,Mme,Laborde,Françoise,ANCIEN,11601,2008-09-21 00:00:00.0,2008-10-01 00:00:00.0,,Election,2014-09-30 00:00:00.0,,Fin de mandat,
08031R,Mme,Laborde,Françoise,ANCIEN,14158,2014-09-28 00:00:00.0,2014-10-01 00:00:00.0,,Renouvellement,2020-09-30 00:00:00.0,,Non réélu,
000231,M.,Lacaze,Jean,ANCIEN,3046,,1958-06-08 00:00:00.0,,Renouvellement 1,1959-04-27 00:00:00.0,,Fin de mandat,
000231,M.,Lacaze,Jean,ANCIEN,3047,,1959-04-28 00:00:00.0,,Renouvellement 2,1968-09-22 00:00:00.0,,Fin de mandat,
000231,M.,Lacaze,Jean,ANCIEN,3048,1968-09-22 00:00:00.0,1968-10-02 00:00:00.0,,Renouvellement 3,1975-07-29 00:00:00.0,,Décédé,
95042F,M.,Lachenaud,Jean-Philippe,ANCIEN,324,1995-09-24 00:00:00.0,1995-10-02 00:00:00.0,,Election,2004-09-30 00:00:00.0,,Ne se représente pas,
000153,M.,Lachevre,Roger,ANCIEN,9549,1959-04-26 00:00:00.0,1959-04-28 00:00:00.0,,Renouvellement 2,1968-09-22 00:00:00.0,,Ne se représente pas,
000686,M.,Lacoste,Robert,ANCIEN,5528,1971-09-26 00:00:00.0,1971-10-02 00:00:00.0,,Election,1980-10-01 00:00:00.0,,Ne se représente pas,
80022Y,M.,Lacour,Pierre,ANCIEN,3055,1980-09-28 00:00:00.0,1980-10-02 00:00:00.0,,Election,1989-10-01 00:00:00.0,,Fin de mandat,
80022Y,M.,Lacour,Pierre,ANCIEN,3056,1989-09-24 00:00:00.0,1989-10-02 00:00:00.0,,Renouvellement 1,1996-07-13 00:00:00.0,,Dech. par CC,
000086,M.,Lafay,Bernard,ANCIEN,10535,1959-04-26 00:00:00.0,1959-04-28 00:00:00.0,,Election,1967-04-18 00:00:00.0,1958,Démissionnaire,
85003S,M.,Laffitte,Pierre,ANCIEN,325,,1985-05-14 00:00:00.0,,Remplace,1989-10-01 00:00:00.0,,Fin de mandat,"En remplacement de M. Francis PALMERO, décédé"
85003S,M.,Laffitte,Pierre,ANCIEN,326,1989-09-24 00:00:00.0,1989-10-02 00:00:00.0,,Renouvellement 1,1998-09-30 00:00:00.0,,Fin de mandat,
85003S,M.,Laffitte,Pierre,ANCIEN,5162,1998-09-27 00:00:00.0,1998-10-01 00:00:00.0,,Renouvellement 2,2008-09-30 00:00:00.0,,Non réélu,
000063,M.,Lafleur,Henri,ANCIEN,3065,1959-04-26 00:00:00.0,1959-04-28 00:00:00.0,,Renouvellement 2,1965-10-01 00:00:00.0,,Fin de mandat,
000063,M.,Lafleur,Henri,ANCIEN,3066,1965-09-26 00:00:00.0,1965-10-02 00:00:00.0,,Renouvellement 3,1974-10-01 00:00:00.0,,Fin de mandat,
000063,M.,Lafleur,Henri,ANCIEN,3067,1974-09-22 00:00:00.0,1974-10-02 00:00:00.0,,Renouvellement,1974-10-13 00:00:00.0,,Décédé,
19611R,M.,Lafon,Laurent,ACTIF,51194,2017-09-24 00:00:00.0,2017-10-02 00:00:00.0,,Election,,,En Cours,
95068R,M.,Lafond,Jean-Pierre,ANCIEN,327,,1995-12-08 00:00:00.0,,Remplace,1998-09-30 00:00:00.0,,Ne se représente pas,"En remplacement de M. Jean-Claude GAUDIN, membre du gouvernement"
57728S,Mme,Lagatu,Catherine,ANCIEN,3069,1968-09-22 00:00:00.0,1968-10-02 00:00:00.0,,Election,1977-10-02 00:00:00.0,,Ne se représente pas,
97004H,M.,Lagauche,Serge,ANCIEN,328,,1997-10-15 00:00:00.0,,Remplace,2004-09-30 00:00:00.0,,Fin de mandat,"En remplacement de M. René Rouquet, élu député le 01-06-1997 (recours rejeté le 14-10-1997)"
97004H,M.,Lagauche,Serge,ANCIEN,10786,2004-09-26 00:00:00.0,2004-10-01 00:00:00.0,,Renouvellement 1,2011-09-30 00:00:00.0,,Ne se représente pas,
98054X,M.,Lagorsse,Roger,ANCIEN,5269,,1998-11-03 00:00:00.0,,Remplace,2004-09-30 00:00:00.0,,Ne se représente pas,"En remplacement de M. Georges Mazars, décédé"
19583F,M.,Lagourgue,Jean-Louis,ACTIF,51081,2017-09-24 00:00:00.0,2017-10-02 00:00:00.0,,Election,,,En Cours,
92028U,M.,Lagourgue,Pierre,ANCIEN,3071,1992-09-27 00:00:00.0,1992-10-02 00:00:00.0,,Election,1998-02-16 00:00:00.0,,Décédé,
56812H,M.,Lagrange,Roger,ANCIEN,3073,1959-04-26 00:00:00.0,1959-04-28 00:00:00.0,,Election,1967-04-03 00:00:00.0,,Élu député,
20102Q,M.,Lahellec,Gérard,ACTIF,51927,2020-09-27 00:00:00.0,2020-10-01 00:00:00.0,,Election,,,En Cours,
14012N,Mme,Lajoux,Isabelle,ANCIEN,13760,,2014-05-03 00:00:00.0,,Remplace,2014-09-30 00:00:00.0,,Non réélu,"en remplacement de M. François Rebsamen, nommé membre du Gouvernement"
000670,M.,Lakhdari,Mohamed,ANCIEN,9552,1959-05-31 00:00:00.0,1959-05-31 00:00:00.0,,Election,1962-07-04 00:00:00.0,,Cessation de mandat (1962),
14159V,M.,Lalande,Bernard,ANCIEN,14111,2014-09-28 00:00:00.0,2014-10-01 00:00:00.0,,Election,2020-09-30 00:00:00.0,,Non réélu,
000758,M.,Lalloy,Maurice,ANCIEN,5531,1959-04-26 00:00:00.0,1959-04-28 00:00:00.0,,Election,1968-10-01 00:00:00.0,,Fin de mandat,
000758,M.,Lalloy,Maurice,ANCIEN,5532,1968-09-22 00:00:00.0,1968-10-02 00:00:00.0,,Renouvellement,1977-10-02 00:00:00.0,,Ne se représente pas,
92029V,M.,Lambert,Alain,ANCIEN,329,1992-09-27 00:00:00.0,1992-10-02 00:00:00.0,,Election,2001-09-30 00:00:00.0,,Fin de mandat,
92029V,M.,Lambert,Alain,ANCIEN,6369,2001-09-23 00:00:00.0,2001-10-01 00:00:00.0,,Renouvellement 1,2002-06-07 00:00:00.0,,Membre Gouvernement,
92029V,M.,Lambert,Alain,ANCIEN,10778,2004-09-26 00:00:00.0,2004-09-26 00:00:00.0,,Election,2010-10-18 00:00:00.0,,Cessation de mandat,
000706,M.,Lambert,Marcel,ANCIEN,5535,1959-04-26 00:00:00.0,1959-04-28 00:00:00.0,,Election,1965-10-01 00:00:00.0,,Fin de mandat,
000706,M.,Lambert,Marcel,ANCIEN,5536,1965-09-26 00:00:00.0,1965-10-02 00:00:00.0,,Renouvellement,1974-10-01 00:00:00.0,,Ne se représente pas,
07029T,M.,Laménie,Marc,ACTIF,11270,2007-08-26 00:00:00.0,2007-08-27 00:00:00.0,,Election,2008-09-30 00:00:00.0,,Fin de mandat,
07029T,M.,Laménie,Marc,ACTIF,11691,2008-09-21 00:00:00.0,2008-10-01 00:00:00.0,,Renouvellement 1,2014-09-30 00:00:00.0,,Fin de mandat,
07029T,M.,Laménie,Marc,ACTIF,14047,2014-09-28 00:00:00.0,2014-10-01 00:00:00.0,,Renouvellement,2020-09-30 00:00:00.0,,Fin de mandat,
07029T,M.,Laménie,Marc,ACTIF,51871,2020-09-27 00:00:00.0,2020-10-01 00:00:00.0,,Renouvellement 2,,,En Cours,
000230,M.,Lamousse,Georges,ANCIEN,3078,1959-04-26 00:00:00.0,1959-04-28 00:00:00.0,,Renouvellement 3,1968-10-01 00:00:00.0,,Fin de mandat,
000230,M.,Lamousse,Georges,ANCIEN,3079,1968-09-22 00:00:00.0,1968-10-02 00:00:00.0,,Renouvellement,1977-10-02 00:00:00.0,,Ne se représente pas,
04049K,Mme,Lamure,Élisabeth,ANCIEN,10837,2004-09-26 00:00:00.0,2004-10-01 00:00:00.0,,Election,2014-09-30 00:00:00.0,,Fin de mandat,
04049K,Mme,Lamure,Élisabeth,ANCIEN,14118,2014-09-28 00:00:00.0,2014-10-01 00:00:00.0,,Renouvellement,2020-09-30 00:00:00.0,,Ne se représente pas,
000303,M.,Lanet,Joseph,ANCIEN,3084,1967-04-18 00:00:00.0,1967-04-18 00:00:00.0,,Remplace,1968-09-22 00:00:00.0,,Ne se représente pas,"En remplacement de M. Bernard LAFAY, député"
14029X,Mme,Lanfranchi Dorgal,Christine,ANCIEN,51064,,2017-09-23 00:00:00.0,,Remplace,2020-09-30 00:00:00.0,,Ne se représente pas,"en remplacement de Mme Christiane Hummel, démissionnaire de son mandat"
88013H,M.,Lanier,Lucien,ANCIEN,330,,1988-10-04 00:00:00.0,,Remplace,1995-10-01 00:00:00.0,,Fin de mandat,En remplacement de M. Michel GIRAUD élu député
88013H,M.,Lanier,Lucien,ANCIEN,331,1995-09-24 00:00:00.0,1995-10-02 00:00:00.0,,Renouvellement 1,2004-09-30 00:00:00.0,,Ne se représente pas,
000219,M.,Laplace,Adrien,ANCIEN,3088,1959-04-26 00:00:00.0,1959-04-28 00:00:00.0,,Réélection,1968-10-01 00:00:00.0,,Fin de mandat,
000219,M.,Laplace,Adrien,ANCIEN,3089,1968-09-22 00:00:00.0,1968-10-02 00:00:00.0,,Renouvellement 1,1977-09-25 00:00:00.0,,Ne se représente pas,
77033C,M.,Larché,Jacques,ANCIEN,332,1977-09-25 00:00:00.0,1977-10-03 00:00:00.0,,Election,1986-10-01 00:00:00.0,,Fin de mandat,
77033C,M.,Larché,Jacques,ANCIEN,333,1986-09-28 00:00:00.0,1986-10-02 00:00:00.0,,Renouvellement 1,1995-10-01 00:00:00.0,,Fin de mandat,
77033C,M.,Larché,Jacques,ANCIEN,334,1995-09-24 00:00:00.0,1995-10-02 00:00:00.0,,Renouvellement 2,2004-09-30 00:00:00.0,,Ne se représente pas,
86034E,M.,Larcher,Gérard,ACTIF,335,1986-09-28 00:00:00.0,1986-10-02 00:00:00.0,,Election,1995-10-01 00:00:00.0,,Fin de mandat,
86034E,M.,Larcher,Gérard,ACTIF,336,1995-09-24 00:00:00.0,1995-10-02 00:00:00.0,,Renouvellement 1,2004-04-30 00:00:00.0,,Membre Gouvernement,
86034E,M.,Larcher,Gérard,ACTIF,11286,,2007-10-01 00:00:00.0,,Remplace,2011-09-30 00:00:00.0,,Fin de mandat,"En remplacement de Mme Adeline Gousseau, démissionnaire"
86034E,M.,Larcher,Gérard,ACTIF,12729,2011-09-25 00:00:00.0,2011-10-01 00:00:00.0,,Renouvellement 2,2017-10-01 00:00:00.0,,Fin de mandat,
86034E,M.,Larcher,Gérard,ACTIF,51230,2017-09-24 00:00:00.0,2017-10-02 00:00:00.0,,Renouvellement 3,,,En Cours,
04094Q,M.,Larcher,Serge,ANCIEN,11025,2004-09-26 00:00:00.0,2004-10-01 00:00:00.0,,Election,2011-09-30 00:00:00.0,,Fin de mandat,
04094Q,M.,Larcher,Serge,ANCIEN,12590,2011-09-25 00:00:00.0,2011-10-01 00:00:00.0,,Renouvellement 1,2017-10-01 00:00:00.0,,Ne se représente pas,
01018P,M.,Lardeux,André,ANCIEN,6463,2001-09-23 00:00:00.0,2001-10-01 00:00:00.0,,Election,2011-09-30 00:00:00.0,,Ne se représente pas,
95043G,M.,Larifla,Dominique,ANCIEN,337,1995-09-24 00:00:00.0,1995-10-02 00:00:00.0,,Election,2004-09-30 00:00:00.0,,Non réélu,
000204,M.,Lartigue,Emmanuel,ANCIEN,3092,,1969-07-23 00:00:00.0,,Remplace,1974-10-01 00:00:00.0,,Ne se représente pas,
000107,M.,Larue,Tony,ANCIEN,3095,1977-09-25 00:00:00.0,1977-10-03 00:00:00.0,,Election,1986-09-28 00:00:00.0,,Fin de mandat,
000107,M.,Larue,Tony,ANCIEN,3096,1986-09-28 00:00:00.0,1986-10-02 00:00:00.0,,Renouvellement,1995-07-05 00:00:00.0,,Décédé,
19723Y,Mme,Lassarade,Florence,ACTIF,51462,,2017-10-01 00:00:00.0,,Remplace,2020-09-30 00:00:00.0,,Fin de mandat,"en remplacement de M. Gérard César, démissionnaire de son mandat"
19723Y,Mme,Lassarade,Florence,ACTIF,51974,2020-09-27 00:00:00.0,2020-10-01 00:00:00.0,,Renouvellement,,,En Cours,
11111C,M.,Lasserre,Jean-Jacques,ANCIEN,12654,2011-09-25 00:00:00.0,2011-10-01 00:00:00.0,,Election,2017-10-01 00:00:00.0,,Ne se représente pas,
98043U,M.,Lassourd,Patrick,ANCIEN,5170,1998-09-27 00:00:00.0,1998-10-01 00:00:00.0,,Election,2003-08-28 00:00:00.0,2003,Décédé,
59541R,M.,Laucournet,Robert,ANCIEN,3098,1968-09-22 00:00:00.0,1968-10-02 00:00:00.0,,Election,1977-09-24 00:00:00.0,,Fin de mandat,
59541R,M.,Laucournet,Robert,ANCIEN,3099,1977-09-25 00:00:00.0,1977-10-03 00:00:00.0,,Renouvellement 1,1986-09-27 00:00:00.0,,Fin de mandat,
59541R,M.,Laucournet,Robert,ANCIEN,3100,1986-09-28 00:00:00.0,1986-10-02 00:00:00.0,,Renouvellement 2,1995-10-01 00:00:00.0,,Ne se représente pas,
98005N,M.,Laufoaulu,Robert,ANCIEN,5004,1998-09-27 00:00:00.0,1998-10-01 00:00:00.0,,Election,2008-09-30 00:00:00.0,,Fin de mandat,
98005N,M.,Laufoaulu,Robert,ANCIEN,11476,2008-09-21 00:00:00.0,2008-10-01 00:00:00.0,,Renouvellement 1,2014-09-30 00:00:00.0,,Fin de mandat,
98005N,M.,Laufoaulu,Robert,ANCIEN,14037,2014-09-28 00:00:00.0,2014-10-01 00:00:00.0,,Renouvellement,2020-09-30 00:00:00.0,,Non réélu,
19699S,M.,Laugier,Michel,ACTIF,51233,2017-09-24 00:00:00.0,2017-10-02 00:00:00.0,,Election,,,En Cours,
57129Y,M.,Laurens,Robert,ANCIEN,3102,,1956-07-22 00:00:00.0,,Election,1959-04-27 00:00:00.0,,Fin de mandat,
57129Y,M.,Laurens,Robert,ANCIEN,3103,1959-04-26 00:00:00.0,1959-04-28 00:00:00.0,,Renouvellement 1,1962-10-01 00:00:00.0,,Fin de mandat,
57129Y,M.,Laurens,Robert,ANCIEN,3104,1962-09-23 00:00:00.0,1962-10-02 00:00:00.0,,Renouvellement 2,1971-10-01 00:00:00.0,,Non réélu,
000456,M.,Laurent,Bernard,ANCIEN,3106,,1981-11-23 00:00:00.0,,Remplace,1989-10-01 00:00:00.0,,Fin de mandat,"En remplacement de M. Pierre LABONDE, décédé"
000456,M.,Laurent,Bernard,ANCIEN,3107,1989-09-24 00:00:00.0,1989-10-02 00:00:00.0,,Renouvellement,1994-07-15 00:00:00.0,,Décédé,
08015R,M.,Laurent,Daniel,ACTIF,11527,2008-09-21 00:00:00.0,2008-10-01 00:00:00.0,,Election,2014-09-30 00:00:00.0,,Fin de mandat,
08015R,M.,Laurent,Daniel,ACTIF,14112,2014-09-28 00:00:00.0,2014-10-01 00:00:00.0,,Renouvellement,2020-09-30 00:00:00.0,,Fin de mandat,
08015R,M.,Laurent,Daniel,ACTIF,51881,2020-09-27 00:00:00.0,2020-10-01 00:00:00.0,,Renouvellement 2,,,En Cours,
12041X,M.,Laurent,Pierre,ACTIF,12902,,2012-09-20 00:00:00.0,,Remplace,2017-10-01 00:00:00.0,,Fin de mandat,"En remplacement Mme Nicole Borvo Cohen-Seat, démissionnaire"
12041X,M.,Laurent,Pierre,ACTIF,51173,2017-09-24 00:00:00.0,2017-10-02 00:00:00.0,,Renouvellement,,,En Cours,
08063A,Mme,Laurent-Perrigot,Françoise,ANCIEN,11739,2008-09-21 00:00:00.0,2008-10-01 00:00:00.0,,Election,2014-09-30 00:00:00.0,,Non réélu,
000042,M.,Laurent-Thouverey,Charles,ANCIEN,3110,,1955-06-19 00:00:00.0,,Renouvellement 1,1959-04-27 00:00:00.0,,Fin de mandat,
000042,M.,Laurent-Thouverey,Charles,ANCIEN,3111,1965-09-26 00:00:00.0,1965-10-02 00:00:00.0,,Renouvellement 2,1974-09-22 00:00:00.0,,Ne se représente pas,
000042,M.,Laurent-Thouverey,Charles,ANCIEN,10748,,1959-04-28 00:00:00.0,,Election,1965-09-25 00:00:00.0,,Fin de mandat,
95002W,M.,Lauret,Edmond,ANCIEN,338,,1995-07-02 00:00:00.0,,Remplace,2001-09-23 00:00:00.0,,Non réélu,"En remplacement de M. Paul MOREAU, décédé"
14277B,M.,Laurey,Nuihau,ANCIEN,15195,2015-05-03 00:00:00.0,2015-05-04 00:00:00.0,,Election,2020-09-30 00:00:00.0,,Non réélu,
86035F,M.,Laurin,René-Georges,ANCIEN,339,1986-09-28 00:00:00.0,1986-10-02 00:00:00.0,,Election,1995-10-01 00:00:00.0,,Fin de mandat,
86035F,M.,Laurin,René-Georges,ANCIEN,340,1995-09-24 00:00:00.0,1995-10-02 00:00:00.0,,Renouvellement 1,2004-09-30 00:00:00.0,,Ne se représente pas,
59542S,M.,Lauriol,Marc,ANCIEN,3114,1986-09-28 00:00:00.0,1986-10-02 00:00:00.0,,Election,1995-09-24 00:00:00.0,,Ne se représente pas,
19711U,Mme,Lavarde,Christine,ACTIF,51301,2017-09-24 00:00:00.0,2017-10-02 00:00:00.0,,Election,,,En Cours,
000133,M.,Lavy,Arthur,ANCIEN,3116,,1958-06-08 00:00:00.0,,Election,1959-04-27 00:00:00.0,,Fin de mandat,
000133,M.,Lavy,Arthur,ANCIEN,3117,1959-04-26 00:00:00.0,1959-04-28 00:00:00.0,,Renouvellement 1,1968-10-01 00:00:00.0,,Fin de mandat,
000133,M.,Lavy,Arthur,ANCIEN,3118,1968-09-22 00:00:00.0,1968-10-02 00:00:00.0,,Renouvellement 2,1977-10-02 00:00:00.0,,Ne se représente pas,
58948H,M.,Lazuech,Louis,ANCIEN,3121,,1980-11-19 00:00:00.0,,Remplace,1989-10-01 00:00:00.0,,Ne se représente pas,"En remplacement de Albert SIRGUE, décédé"
000679,M.,Le Basser,Francis,ANCIEN,5541,1959-04-26 00:00:00.0,1959-04-28 00:00:00.0,,Renouvellement 2,1965-10-01 00:00:00.0,,Non réélu,
000093,M.,Le Bellegou,Edouard,ANCIEN,3124,1959-04-26 00:00:00.0,1959-04-28 00:00:00.0,,Election,1968-09-21 00:00:00.0,,Fin de mandat,
000093,M.,Le Bellegou,Edouard,ANCIEN,3125,1968-09-22 00:00:00.0,1968-10-02 00:00:00.0,,Renouvellement,1972-12-05 00:00:00.0,,Décédé,
58626R,Mme,Le Bellegou-Beguin,Geneviève,ANCIEN,3127,,1981-09-27 00:00:00.0,,Remplace,1986-10-01 00:00:00.0,,Non réélu,"En remplacement de M. Guy DURBEC, député"
81011A,M.,Le Breton,Henri,ANCIEN,341,1981-09-20 00:00:00.0,1981-09-20 00:00:00.0,,Election,1983-09-24 00:00:00.0,,Fin de mandat,
81011A,M.,Le Breton,Henri,ANCIEN,342,1983-09-25 00:00:00.0,1983-10-02 00:00:00.0,,Renouvellement 1,1992-09-26 00:00:00.0,,Fin de mandat,
81011A,M.,Le Breton,Henri,ANCIEN,343,1992-09-27 00:00:00.0,1992-10-02 00:00:00.0,,Renouvellement 2,2001-09-30 00:00:00.0,,Ne se représente pas,
98038X,M.,Le Cam,Gérard,ANCIEN,5151,1998-09-27 00:00:00.0,1998-10-01 00:00:00.0,,Election,2008-09-30 00:00:00.0,,Fin de mandat,
98038X,M.,Le Cam,Gérard,ANCIEN,11514,2008-09-21 00:00:00.0,2008-10-01 00:00:00.0,,Renouvellement 1,2014-09-30 00:00:00.0,,Ne se représente pas,
58924Y,M.,Le Cozannet,Yves,ANCIEN,3129,1980-09-28 00:00:00.0,1980-10-02 00:00:00.0,,Election,1989-10-01 00:00:00.0,,Non réélu,
